SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
BALMLAWRIE, EQ, 10-Jul-2019, 180.05, 180.90, 182.70, 179.55, 180.20, 180.05, 180.96, 34435, 62.31, 698, 21293, 61.84
BALPHARMA, EQ, 10-Jul-2019, 52.05, 51.40, 54.50, 50.60, 50.60, 50.90, 51.79, 6696, 3.47, 204, 3914, 58.45
BALRAMCHIN, EQ, 10-Jul-2019, 149.50, 148.25, 155.50, 148.25, 155.00, 154.20, 153.82, 1003828, 1544.09, 13279, 405986, 40.44
BANARBEADS, EQ, 10-Jul-2019, 44.00, 44.00, 44.30, 44.00, 44.00, 44.00, 44.01, 1985, 0.87, 13, 1784, 89.87
BANARISUG, EQ, 10-Jul-2019, 1416.85, 1429.95, 1429.95, 1405.00, 1419.90, 1414.80, 1412.78, 39, 0.55, 31, 12, 30.77
BANCOINDIA, EQ, 10-Jul-2019, 118.65, 117.80, 118.80, 117.00, 117.05, 117.15, 117.74, 6509, 7.66, 250, 2684, 41.24
BANDHANBNK, EQ, 10-Jul-2019, 524.20, 524.30, 537.95, 524.00, 535.50, 534.55, 533.15, 237789, 1267.77, 9352, 93598, 39.36
BANG, EQ, 10-Jul-2019, 35.65, 35.25, 36.50, 34.40, 34.50, 34.70, 35.39, 2756, 0.98, 260, 376, 13.64
BANKBARODA, EQ, 10-Jul-2019, 125.90, 126.75, 127.25, 123.70, 124.00, 124.25, 125.13, 15786409, 19754.24, 50396, 1456520, 9.23
BANKBEES, EQ, 10-Jul-2019, 3123.34, 3128.95, 3138.59, 3105.55, 3112.65, 3112.42, 3118.93, 6210, 193.69, 536, 4793, 77.18
BANKINDIA, EQ, 10-Jul-2019, 85.60, 86.75, 86.90, 84.15, 85.25, 85.30, 85.33, 9679981, 8260.01, 29345, 671709, 6.94
BANSAL, SM, 10-Jul-2019, 4.70, 4.90, 4.90, 4.90, 4.90, 4.90, 4.90, 4000, 0.20, 3, 4000, 100.00
BANSWRAS, EQ, 10-Jul-2019, 66.55, 65.55, 66.90, 65.00, 66.50, 66.50, 65.43, 2489, 1.63, 38, 2268, 91.12
BARTRONICS, EQ, 10-Jul-2019, 3.50, 3.40, 3.65, 3.40, 3.45, 3.45, 3.47, 4213, 0.15, 45, 2778, 65.94
BASF, EQ, 10-Jul-2019, 1239.65, 1232.35, 1242.70, 1185.05, 1185.05, 1191.05, 1205.11, 6197, 74.68, 913, 4116, 66.42
BASML, EQ, 10-Jul-2019, 143.35, 136.05, 145.00, 136.05, 136.55, 136.90, 139.83, 2132, 2.98, 74, 1699, 79.69
BATAINDIA, EQ, 10-Jul-2019, 1389.90, 1381.50, 1390.00, 1361.55, 1367.60, 1367.55, 1374.55, 415397, 5709.86, 20947, 38317, 9.22
BAYERCROP, EQ, 10-Jul-2019, 3376.45, 3335.00, 3364.00, 3300.55, 3348.00, 3346.30, 3347.99, 26052, 872.22, 1764, 22498, 86.36
BBL, EQ, 10-Jul-2019, 1012.20, 1010.75, 1017.90, 991.00, 991.00, 996.50, 1002.51, 2011, 20.16, 292, 1108, 55.10
BBTC, EQ, 10-Jul-2019, 898.35, 900.10, 916.00, 900.00, 905.50, 905.30, 905.04, 37730, 341.47, 2408, 16283, 43.16
BBTCL, SM, 10-Jul-2019, 40.00, 39.00, 39.50, 39.00, 39.50, 39.50, 39.25, 6000, 2.36, 2, 3000, 50.00
BCG, EQ, 10-Jul-2019, 3.80, 3.70, 3.80, 3.65, 3.65, 3.65, 3.66, 498502, 18.26, 360, 431435, 86.55
BCONCEPTS, SM, 10-Jul-2019, 50.40, 48.00, 48.00, 48.00, 48.00, 48.00, 48.00, 3000, 1.44, 1, 3000, 100.00
BDL, EQ, 10-Jul-2019, 304.00, 305.50, 306.35, 297.00, 298.00, 299.40, 301.49, 25366, 76.48, 1466, 11978, 47.22
BEARDSELL, EQ, 10-Jul-2019, 14.40, 14.50, 15.60, 12.75, 14.35, 13.85, 13.56, 1295, 0.18, 61, 758, 58.53
BEDMUTHA, EQ, 10-Jul-2019, 15.60, 16.00, 18.25, 15.80, 16.85, 16.85, 17.12, 129125, 22.11, 540, 44600, 34.54
BEL, EQ, 10-Jul-2019, 107.35, 107.45, 107.45, 103.30, 104.00, 103.85, 104.56, 8200835, 8574.99, 41959, 2283821, 27.85
BEML, EQ, 10-Jul-2019, 877.35, 870.00, 876.60, 848.10, 851.00, 854.15, 862.13, 546698, 4713.25, 18360, 52047, 9.52
BEPL, EQ, 10-Jul-2019, 63.05, 63.90, 64.20, 63.00, 63.65, 63.55, 63.55, 262088, 166.55, 3182, 107047, 40.84
BERGEPAINT, EQ, 10-Jul-2019, 306.75, 306.75, 310.60, 305.65, 306.00, 306.80, 308.09, 520778, 1604.47, 13355, 176266, 33.85
BETA, SM, 10-Jul-2019, 93.95, 90.00, 90.00, 90.00, 90.00, 90.00, 90.00, 800, 0.72, 1, 800, 100.00
BFINVEST, EQ, 10-Jul-2019, 264.20, 262.10, 274.40, 260.50, 270.50, 270.25, 269.10, 158342, 426.10, 5586, 34879, 22.03
BFUTILITIE, EQ, 10-Jul-2019, 202.65, 200.10, 207.90, 199.60, 204.50, 205.40, 204.68, 876425, 1793.84, 17362, 110781, 12.64
BGLOBAL, BE, 10-Jul-2019, 1.70, 1.70, 1.75, 1.65, 1.65, 1.65, 1.66, 40276, 0.67, 42, -, -
BGRENERGY, EQ, 10-Jul-2019, 50.45, 50.15, 50.45, 48.10, 48.35, 48.75, 49.07, 59224, 29.06, 1001, 19800, 33.43
BHAGERIA, EQ, 10-Jul-2019, 253.75, 258.00, 259.60, 250.00, 255.40, 255.05, 256.56, 12461, 31.97, 327, 3345, 26.84
BHAGYANGR, EQ, 10-Jul-2019, 24.10, 24.15, 24.30, 24.00, 24.00, 24.00, 24.01, 7339, 1.76, 29, 5927, 80.76
BHAGYAPROP, EQ, 10-Jul-2019, 23.60, 23.10, 24.00, 23.10, 24.00, 23.70, 23.45, 7933, 1.86, 39, 6762, 85.24
BHANDARI, EQ, 10-Jul-2019, 1.70, 1.65, 1.70, 1.60, 1.65, 1.65, 1.65, 44351, 0.73, 47, 43430, 97.92
BHARATFORG, EQ, 10-Jul-2019, 454.10, 450.90, 455.40, 439.40, 443.50, 443.20, 445.02, 685065, 3048.68, 16950, 108752, 15.87
BHARATGEAR, EQ, 10-Jul-2019, 92.55, 92.00, 93.85, 91.15, 92.00, 92.00, 91.61, 6447, 5.91, 182, 4033, 62.56
BHARATRAS, EQ, 10-Jul-2019, 4138.15, 4054.05, 4225.00, 4051.00, 4114.00, 4141.15, 4191.87, 2035, 85.30, 1046, 1606, 78.92
BHARATWIRE, EQ, 10-Jul-2019, 33.25, 33.95, 34.00, 32.80, 33.25, 33.00, 33.13, 6588, 2.18, 43, 6359, 96.52
BHARTIARTL, EQ, 10-Jul-2019, 362.30, 362.90, 364.90, 353.65, 358.00, 358.55, 357.83, 5201801, 18613.82, 95195, 2589301, 49.78
BHEL, EQ, 10-Jul-2019, 67.20, 67.95, 68.20, 66.20, 66.55, 66.75, 66.96, 7966262, 5334.40, 22506, 1288423, 16.17
BIGBLOC, EQ, 10-Jul-2019, 28.80, 29.00, 29.00, 27.40, 28.85, 28.45, 28.61, 180, 0.05, 16, 134, 74.44
BIL, BE, 10-Jul-2019, 305.40, 305.40, 305.40, 291.00, 300.00, 299.95, 295.23, 185, 0.55, 23, -, -
BILENERGY, EQ, 10-Jul-2019, 2.95, 3.05, 3.05, 3.05, 3.05, 3.05, 3.05, 71069, 2.17, 48, 71069, 100.00
BINANIIND, BZ, 10-Jul-2019, 16.20, 15.65, 17.00, 15.65, 16.35, 16.35, 16.54, 4125, 0.68, 38, -, -
BINDALAGRO, EQ, 10-Jul-2019, 12.80, 12.65, 12.95, 12.40, 12.55, 12.60, 12.62, 7092, 0.89, 142, 5629, 79.37
BIOCON, EQ, 10-Jul-2019, 244.95, 245.65, 247.95, 244.50, 246.85, 246.60, 246.32, 1261188, 3106.59, 20094, 412951, 32.74
BIOFILCHEM, BE, 10-Jul-2019, 5.75, 5.75, 6.00, 5.50, 5.70, 5.70, 5.59, 3703, 0.21, 15, -, -
BIRLACABLE, EQ, 10-Jul-2019, 83.25, 82.70, 97.45, 82.65, 91.00, 91.10, 92.79, 391793, 363.53, 7116, 108936, 27.80
BIRLACORPN, EQ, 10-Jul-2019, 617.20, 612.80, 623.00, 600.00, 619.00, 612.10, 606.34, 116598, 706.98, 3351, 81316, 69.74
BIRLAMONEY, EQ, 10-Jul-2019, 45.10, 45.10, 45.15, 43.50, 43.75, 43.75, 44.20, 29535, 13.05, 377, 18119, 61.35
BKMINDST, EQ, 10-Jul-2019, 2.75, 2.70, 2.85, 2.70, 2.70, 2.70, 2.73, 3844, 0.10, 18, 2839, 73.86
BLBLIMITED, BE, 10-Jul-2019, 3.90, 3.90, 4.05, 3.85, 3.85, 4.05, 3.90, 4039, 0.16, 13, -, -
BLISSGVS, EQ, 10-Jul-2019, 159.50, 160.05, 160.25, 158.40, 159.10, 158.60, 159.30, 301797, 480.77, 1934, 119727, 39.67
BLKASHYAP, EQ, 10-Jul-2019, 11.20, 11.40, 11.70, 10.80, 11.55, 11.45, 11.20, 190383, 21.32, 474, 126707, 66.55
BLS, EQ, 10-Jul-2019, 70.10, 70.10, 71.15, 68.30, 70.00, 70.35, 70.16, 134391, 94.29, 641, 110309, 82.08
BLUEBLENDS, BE, 10-Jul-2019, 2.30, 2.20, 2.20, 2.20, 2.20, 2.20, 2.20, 5, 0.00, 1, -, -
BLUECOAST, EQ, 10-Jul-2019, 3.80, 3.95, 3.95, 3.80, 3.95, 3.95, 3.93, 2757, 0.11, 10, 2757, 100.00
BLUEDART, EQ, 10-Jul-2019, 2602.45, 2619.00, 2621.35, 2600.00, 2600.00, 2606.85, 2607.37, 918, 23.94, 259, 627, 68.30
BLUEDART, N3, 10-Jul-2019, 10.69, 10.69, 10.69, 10.50, 10.50, 10.50, 10.65, 2500, 0.27, 5, 2498, 99.92
BLUESTARCO, EQ, 10-Jul-2019, 733.80, 737.00, 751.95, 730.10, 733.95, 732.95, 740.53, 15969, 118.26, 2225, 5988, 37.50
BODALCHEM, EQ, 10-Jul-2019, 95.40, 95.60, 99.85, 93.70, 94.05, 94.15, 94.60, 36309, 34.35, 886, 24489, 67.45
BOMDYEING, EQ, 10-Jul-2019, 102.00, 102.45, 103.90, 100.75, 101.55, 101.50, 101.85, 562966, 573.37, 5148, 178228, 31.66
BOROSIL, EQ, 10-Jul-2019, 168.25, 167.00, 169.90, 161.25, 161.70, 162.75, 165.08, 28352, 46.80, 1179, 17410, 61.41
BOSCHLTD, EQ, 10-Jul-2019, 15982.55, 15983.00, 16049.95, 15801.20, 15880.00, 15915.45, 15936.68, 8206, 1307.76, 3050, 4119, 50.19
BPCL, EQ, 10-Jul-2019, 360.10, 360.15, 363.40, 346.00, 349.85, 349.60, 354.00, 3957006, 14007.89, 52090, 1320541, 33.37
BPL, EQ, 10-Jul-2019, 21.25, 22.00, 22.05, 20.50, 20.90, 20.80, 21.17, 33326, 7.06, 347, 19544, 58.64
BRFL, EQ, 10-Jul-2019, 6.35, 6.25, 6.50, 6.10, 6.25, 6.30, 6.34, 10692, 0.68, 81, 9554, 89.36
BRIGADE, EQ, 10-Jul-2019, 274.55, 273.80, 281.95, 265.00, 267.00, 266.70, 273.76, 99120, 271.35, 4613, 30351, 30.62
BRIGHT, SM, 10-Jul-2019, 12.30, 12.85, 12.85, 12.00, 12.10, 12.10, 12.43, 108000, 13.43, 11, 57000, 52.78
BRITANNIA, EQ, 10-Jul-2019, 2762.65, 2762.00, 2805.00, 2742.90, 2770.00, 2769.55, 2768.44, 356987, 9882.96, 25535, 112926, 31.63
BRNL, EQ, 10-Jul-2019, 83.40, 82.55, 85.00, 82.00, 82.50, 82.65, 83.57, 12998, 10.86, 1960, 1126, 8.66
BROOKS, EQ, 10-Jul-2019, 41.15, 41.00, 41.95, 40.60, 41.05, 40.90, 41.03, 6281, 2.58, 162, 4683, 74.56
BSE, EQ, 10-Jul-2019, 592.05, 592.05, 594.50, 586.00, 586.80, 588.50, 590.26, 32171, 189.89, 5600, 21209, 65.93
BSELINFRA, EQ, 10-Jul-2019, 1.40, 1.40, 1.40, 1.35, 1.40, 1.40, 1.39, 14556, 0.20, 17, 10217, 70.19
BSHSL, SM, 10-Jul-2019, 127.00, 126.00, 126.00, 126.00, 126.00, 126.00, 126.00, 1000, 1.26, 1, 1000, 100.00
BSL, EQ, 10-Jul-2019, 29.25, 29.15, 29.50, 27.80, 28.60, 28.90, 28.65, 9659, 2.77, 191, 6913, 71.57
BSLGOLDETF, EQ, 10-Jul-2019, 3117.10, 3199.00, 3199.00, 3155.00, 3174.95, 3174.95, 3173.28, 7, 0.22, 7, 2, 28.57
BSLNIFTY, EQ, 10-Jul-2019, 125.00, 130.00, 130.00, 124.51, 124.79, 124.70, 124.84, 516, 0.64, 30, 323, 62.60
BSOFT, EQ, 10-Jul-2019, 81.55, 81.85, 82.80, 74.00, 76.45, 76.95, 76.99, 2331589, 1795.07, 19491, 701469, 30.09
BURNPUR, BE, 10-Jul-2019, 1.85, 1.80, 1.80, 1.80, 1.80, 1.80, 1.80, 15044, 0.27, 20, -, -
BUTTERFLY, EQ, 10-Jul-2019, 168.00, 169.40, 170.20, 163.15, 164.95, 164.30, 166.38, 2909, 4.84, 199, 1504, 51.70
BVCL, BE, 10-Jul-2019, 16.00, 15.80, 15.80, 15.80, 15.80, 15.80, 15.80, 1960, 0.31, 4, -, -
BYKE, EQ, 10-Jul-2019, 24.00, 24.60, 24.60, 23.55, 23.85, 23.75, 23.87, 17867, 4.26, 113, 11425, 63.94
CADILAHC, EQ, 10-Jul-2019, 230.75, 230.90, 232.95, 227.25, 227.65, 228.30, 230.53, 811882, 1871.64, 12122, 171962, 21.18
CADSYS, SM, 10-Jul-2019, 49.20, 49.20, 49.20, 49.20, 49.20, 49.20, 49.20, 2000, 0.98, 1, 2000, 100.00
CALSOFT, EQ, 10-Jul-2019, 16.25, 16.80, 17.05, 16.40, 17.05, 17.00, 16.72, 49332, 8.25, 139, 17661, 35.80
CAMLINFINE, EQ, 10-Jul-2019, 60.15, 60.05, 61.50, 59.00, 59.80, 59.75, 60.63, 223662, 135.60, 2170, 107407, 48.02
CANBK, EQ, 10-Jul-2019, 275.25, 277.00, 279.35, 272.35, 274.30, 275.30, 275.61, 5873864, 16189.04, 42953, 804002, 13.69
CANDC, BZ, 10-Jul-2019, 6.60, 6.75, 6.90, 6.35, 6.90, 6.90, 6.80, 9928, 0.68, 43, -, -
CANFINHOME, EQ, 10-Jul-2019, 366.00, 366.45, 369.90, 362.10, 367.00, 365.80, 365.85, 361638, 1323.04, 13323, 148348, 41.02
CANTABIL, EQ, 10-Jul-2019, 230.85, 229.00, 233.05, 229.00, 231.20, 231.20, 229.75, 2411, 5.54, 82, 2009, 83.33
CAPACITE, EQ, 10-Jul-2019, 271.45, 268.70, 272.25, 268.70, 271.00, 271.20, 270.87, 61886, 167.63, 984, 50082, 80.93
CAPLIPOINT, EQ, 10-Jul-2019, 416.60, 421.85, 423.30, 414.00, 415.95, 415.05, 417.74, 6708, 28.02, 580, 3616, 53.91
CAPTRUST, EQ, 10-Jul-2019, 125.70, 133.20, 133.20, 113.00, 114.40, 114.45, 116.85, 2341, 2.74, 118, 2170, 92.70
CARBORUNIV, EQ, 10-Jul-2019, 347.00, 344.60, 348.70, 344.45, 346.00, 346.05, 345.44, 14852, 51.30, 649, 11933, 80.35
CAREERP, EQ, 10-Jul-2019, 63.80, 64.35, 64.35, 62.25, 62.25, 62.30, 62.89, 9939, 6.25, 160, 8264, 83.15
CARERATING, EQ, 10-Jul-2019, 892.55, 897.05, 900.05, 878.05, 885.00, 887.70, 885.80, 11296, 100.06, 1397, 7108, 62.92
CASTEXTECH, BE, 10-Jul-2019, 0.75, 0.75, 0.80, 0.70, 0.75, 0.75, 0.76, 134422, 1.02, 57, -, -
CASTROLIND, EQ, 10-Jul-2019, 126.15, 126.15, 127.40, 125.20, 125.65, 125.65, 126.07, 708113, 892.70, 11459, 336300, 47.49
CCHHL, BE, 10-Jul-2019, 5.15, 5.40, 5.40, 5.15, 5.40, 5.40, 5.26, 17255, 0.91, 50, -, -
CCL, EQ, 10-Jul-2019, 238.45, 238.50, 241.95, 237.95, 241.25, 241.05, 239.91, 10401, 24.95, 611, 5047, 48.52
CDSL, EQ, 10-Jul-2019, 209.65, 208.15, 211.85, 205.85, 206.65, 206.90, 208.28, 115062, 239.66, 3983, 80866, 70.28
CEATLTD, EQ, 10-Jul-2019, 903.70, 900.00, 910.20, 895.00, 896.00, 901.05, 901.83, 130485, 1176.75, 5149, 13611, 10.43
CEBBCO, EQ, 10-Jul-2019, 16.50, 16.85, 16.90, 16.20, 16.20, 16.25, 16.44, 9029, 1.48, 71, 7285, 80.68
CELEBRITY, EQ, 10-Jul-2019, 6.25, 6.30, 6.45, 6.10, 6.10, 6.25, 6.30, 4256, 0.27, 39, 4062, 95.44
CELESTIAL, EQ, 10-Jul-2019, 4.30, 5.00, 5.15, 4.95, 5.15, 5.15, 5.11, 66432, 3.39, 97, 42028, 63.26
CENTENKA, EQ, 10-Jul-2019, 212.55, 212.20, 215.00, 207.10, 210.05, 210.40, 210.28, 26117, 54.92, 946, 15270, 58.47
CENTEXT, EQ, 10-Jul-2019, 3.60, 3.65, 3.70, 3.55, 3.65, 3.60, 3.63, 41460, 1.51, 114, 31595, 76.21
CENTRALBK, EQ, 10-Jul-2019, 19.85, 19.95, 20.15, 19.75, 19.85, 19.85, 19.89, 412107, 81.99, 1477, 192216, 46.64
CENTRUM, EQ, 10-Jul-2019, 26.10, 25.05, 26.40, 25.05, 26.00, 26.00, 25.86, 78592, 20.32, 428, 62172, 79.11
CENTUM, EQ, 10-Jul-2019, 512.10, 500.00, 534.60, 500.00, 528.00, 526.20, 520.19, 1497, 7.79, 205, 1035, 69.14
CENTURYPLY, EQ, 10-Jul-2019, 159.85, 160.00, 160.45, 150.30, 151.65, 151.85, 153.77, 183294, 281.86, 6262, 142506, 77.75
CENTURYTEX, EQ, 10-Jul-2019, 911.65, 911.65, 920.10, 890.00, 891.10, 895.20, 903.60, 555437, 5018.91, 17468, 86888, 15.64
CERA, EQ, 10-Jul-2019, 2901.25, 2900.00, 2956.95, 2880.00, 2900.00, 2900.60, 2907.52, 2416, 70.25, 597, 1578, 65.31
CEREBRAINT, EQ, 10-Jul-2019, 24.65, 23.90, 25.25, 23.90, 24.55, 24.45, 24.27, 658253, 159.74, 576, 439396, 66.75
CES1RPDP, MF, 10-Jul-2019, 9.85, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 1001, 0.09, 2, 1001, 100.00
CES1RPG, MF, 10-Jul-2019, 10.05, 9.60, 9.70, 9.60, 9.70, 9.70, 9.69, 21501, 2.08, 4, 21501, 100.00
CESC, EQ, 10-Jul-2019, 785.40, 789.85, 794.00, 770.00, 774.00, 774.50, 784.21, 673637, 5282.73, 15488, 286577, 42.54
CESCVENT, EQ, 10-Jul-2019, 451.55, 448.30, 450.00, 435.05, 435.05, 441.85, 443.31, 2043, 9.06, 350, 1337, 65.44
CGCL, EQ, 10-Jul-2019, 156.80, 155.05, 157.65, 153.05, 153.10, 155.70, 156.27, 405359, 633.47, 6537, 42935, 10.59
CGPOWER, EQ, 10-Jul-2019, 23.30, 23.05, 23.35, 22.20, 22.35, 22.40, 22.62, 2104623, 476.00, 5078, 586696, 27.88
CHALET, EQ, 10-Jul-2019, 300.15, 301.00, 302.60, 292.90, 296.00, 294.10, 299.47, 509472, 1525.70, 519, 507074, 99.53
CHAMBLFERT, EQ, 10-Jul-2019, 165.80, 165.20, 168.95, 157.25, 158.30, 158.60, 162.06, 234913, 380.71, 8153, 119122, 50.71
CHEMFAB, EQ, 10-Jul-2019, 169.45, 176.95, 176.95, 169.00, 169.00, 169.30, 170.17, 1755, 2.99, 21, 1634, 93.11
CHENNPETRO, EQ, 10-Jul-2019, 189.00, 189.80, 189.80, 180.10, 180.90, 182.20, 184.22, 331438, 610.57, 7439, 89727, 27.07
CHOLAFIN, EQ, 10-Jul-2019, 283.10, 283.25, 286.80, 277.35, 277.50, 279.85, 281.43, 292655, 823.63, 7900, 76441, 26.12
CHOLAHLDNG, EQ, 10-Jul-2019, 481.05, 480.00, 502.90, 480.00, 495.00, 496.80, 493.64, 30212, 149.14, 1407, 19600, 64.87
CIGNITITEC, EQ, 10-Jul-2019, 301.05, 304.20, 304.20, 296.00, 299.40, 301.10, 299.79, 2988, 8.96, 221, 1902, 63.65
CIMMCO, EQ, 10-Jul-2019, 24.95, 24.95, 25.40, 24.50, 24.55, 24.55, 24.79, 10341, 2.56, 90, 7768, 75.12
CINELINE, EQ, 10-Jul-2019, 35.25, 36.80, 37.45, 35.10, 35.90, 35.70, 35.62, 3443, 1.23, 79, 1928, 56.00
CINEVISTA, EQ, 10-Jul-2019, 5.00, 5.00, 5.25, 4.95, 5.15, 4.95, 4.97, 2462, 0.12, 9, 2441, 99.15
CIPLA, EQ, 10-Jul-2019, 548.80, 545.35, 551.15, 541.85, 544.05, 544.95, 546.55, 1045560, 5714.54, 43908, 369177, 35.31
CKFSL, EQ, 10-Jul-2019, 3.95, 3.80, 3.80, 3.80, 3.80, 3.80, 3.80, 9945, 0.38, 22, 9945, 100.00
CLEDUCATE, EQ, 10-Jul-2019, 95.00, 96.05, 99.00, 93.65, 97.50, 96.20, 95.79, 2038, 1.95, 357, 998, 48.97
CLNINDIA, EQ, 10-Jul-2019, 299.45, 297.25, 302.95, 297.25, 302.85, 300.70, 300.07, 5687, 17.07, 312, 3718, 65.38
CMICABLES, EQ, 10-Jul-2019, 108.20, 108.35, 109.50, 106.35, 108.50, 107.80, 108.03, 6380, 6.89, 209, 4069, 63.78
CNOVAPETRO, EQ, 10-Jul-2019, 10.80, 11.00, 11.20, 10.60, 10.60, 10.85, 10.83, 8127, 0.88, 17, 8126, 99.99
COALINDIA, EQ, 10-Jul-2019, 229.60, 231.40, 234.50, 230.05, 233.50, 233.35, 232.73, 5900374, 13731.99, 54761, 3143103, 53.27
COCHINSHIP, EQ, 10-Jul-2019, 370.15, 373.70, 374.75, 370.00, 371.10, 372.05, 372.60, 30249, 112.71, 1855, 16987, 56.16
COFFEEDAY, EQ, 10-Jul-2019, 221.60, 220.15, 221.00, 217.00, 217.90, 217.80, 218.53, 26948, 58.89, 937, 14636, 54.31
COLPAL, EQ, 10-Jul-2019, 1164.45, 1164.45, 1165.40, 1149.20, 1150.00, 1150.55, 1152.37, 431465, 4972.08, 13209, 202608, 46.96
COMPINFO, EQ, 10-Jul-2019, 12.70, 12.95, 13.00, 12.60, 12.65, 12.70, 12.79, 39584, 5.06, 157, 23962, 60.53
COMPUSOFT, EQ, 10-Jul-2019, 8.60, 8.60, 8.60, 8.15, 8.50, 8.25, 8.29, 6551, 0.54, 47, 3494, 53.34
CONCOR, EQ, 10-Jul-2019, 549.00, 551.00, 559.75, 550.70, 556.00, 555.35, 555.01, 599498, 3327.27, 21387, 256746, 42.83
CONFIPET, EQ, 10-Jul-2019, 34.45, 35.00, 35.45, 34.35, 35.45, 35.15, 35.07, 89806, 31.49, 607, 63934, 71.19
CONSOFINVT, EQ, 10-Jul-2019, 40.80, 38.80, 41.35, 38.80, 41.35, 41.35, 39.79, 516, 0.21, 8, 465, 90.12
CONTROLPR, EQ, 10-Jul-2019, 231.15, 231.20, 234.85, 228.00, 228.00, 230.60, 231.01, 1160, 2.68, 95, 727, 62.67
CORALFINAC, EQ, 10-Jul-2019, 14.55, 14.50, 15.15, 14.20, 14.50, 14.85, 14.72, 8604, 1.27, 97, 4625, 53.75
CORDSCABLE, EQ, 10-Jul-2019, 54.25, 53.50, 53.90, 52.15, 52.35, 52.50, 53.36, 6915, 3.69, 457, 4222, 61.06
COROMANDEL, EQ, 10-Jul-2019, 401.90, 400.00, 404.90, 389.00, 394.00, 392.55, 394.07, 144306, 568.67, 2394, 123464, 85.56
CORPBANK, EQ, 10-Jul-2019, 27.95, 28.40, 28.50, 27.60, 27.70, 27.65, 28.13, 331235, 93.17, 1806, 112274, 33.90
COSMOFILMS, EQ, 10-Jul-2019, 214.55, 213.30, 216.00, 212.75, 214.50, 213.25, 214.61, 10606, 22.76, 279, 7907, 74.55
COUNCODOS, BE, 10-Jul-2019, 2.05, 2.15, 2.15, 2.05, 2.10, 2.15, 2.13, 25410, 0.54, 40, -, -
COX&KINGS, EQ, 10-Jul-2019, 25.80, 24.55, 24.55, 24.55, 24.55, 24.55, 24.55, 31760, 7.80, 260, 31760, 100.00
CPSEETF, EQ, 10-Jul-2019, 26.33, 26.26, 26.60, 26.05, 26.19, 26.17, 26.31, 464840, 122.29, 1022, 295792, 63.63
CREDITACC, EQ, 10-Jul-2019, 496.90, 495.00, 500.45, 487.35, 499.00, 495.25, 494.36, 80750, 399.20, 7689, 42718, 52.90
CREST, EQ, 10-Jul-2019, 106.30, 108.55, 111.00, 107.00, 109.70, 109.20, 109.03, 1657, 1.81, 99, 1048, 63.25
CRISIL, EQ, 10-Jul-2019, 1432.70, 1432.70, 1460.00, 1432.25, 1449.85, 1444.85, 1445.03, 3412, 49.30, 784, 1690, 49.53
CRMFGETF, EQ, 10-Jul-2019, 3175.00, 3190.00, 3190.00, 3140.00, 3149.00, 3149.00, 3148.20, 2106, 66.30, 8, 2103, 99.86
CROMPTON, EQ, 10-Jul-2019, 227.80, 226.25, 231.75, 225.00, 225.05, 225.85, 227.71, 603736, 1374.79, 25728, 365029, 60.46
CTE, EQ, 10-Jul-2019, 32.25, 32.00, 33.90, 29.25, 29.95, 30.10, 30.48, 5003, 1.53, 96, 3009, 60.14
CUB, EQ, 10-Jul-2019, 199.60, 200.00, 203.30, 198.10, 199.70, 199.05, 199.27, 549270, 1094.54, 12677, 427379, 77.81
CUBEXTUB, EQ, 10-Jul-2019, 11.55, 12.65, 12.65, 11.60, 11.75, 11.75, 12.32, 2748, 0.34, 23, 2104, 76.56
CUMMINSIND, EQ, 10-Jul-2019, 747.05, 745.10, 750.90, 740.20, 742.10, 741.90, 747.13, 235558, 1759.93, 13312, 113363, 48.13
CUPID, EQ, 10-Jul-2019, 112.25, 115.10, 117.50, 110.70, 113.00, 113.05, 113.60, 16231, 18.44, 633, 5104, 31.45
CYBERTECH, EQ, 10-Jul-2019, 53.40, 52.50, 55.75, 52.50, 54.10, 53.80, 54.43, 35620, 19.39, 396, 16982, 47.68
CYIENT, EQ, 10-Jul-2019, 537.30, 539.90, 545.00, 534.65, 536.10, 538.75, 540.03, 59552, 321.60, 6836, 41445, 69.59
DAAWAT, EQ, 10-Jul-2019, 20.60, 21.05, 21.05, 20.40, 20.70, 20.75, 20.81, 471280, 98.10, 1948, 319711, 67.84
DABUR, EQ, 10-Jul-2019, 406.25, 404.00, 410.90, 404.00, 409.75, 409.75, 408.87, 1681840, 6876.53, 29281, 878386, 52.23
DALBHARAT, EQ, 10-Jul-2019, 993.40, 994.00, 997.00, 978.00, 995.00, 989.15, 986.92, 7625, 75.25, 1123, 4886, 64.08
DALMIASUG, EQ, 10-Jul-2019, 100.80, 101.50, 101.50, 98.05, 98.50, 98.50, 99.44, 86015, 85.53, 1746, 38223, 44.44
DAMODARIND, EQ, 10-Jul-2019, 32.55, 33.40, 33.40, 31.10, 32.50, 32.55, 32.92, 3257, 1.07, 18, 1966, 60.36
