Date,Open,High,Low,Close,Adj Close,Volume
2018-08-01,14.550000,15.450000,14.450000,14.700000,14.700000,107431563
2018-08-02,14.800000,15.100000,14.500000,14.800000,14.800000,78679179
2018-08-03,14.800000,17.000000,14.750000,15.650000,15.650000,200359638
2018-08-06,16.100000,16.850000,15.850000,16.400000,16.400000,121614154
2018-08-07,16.799999,17.150000,16.299999,16.650000,16.650000,110660341
2018-08-08,16.700001,19.100000,16.549999,18.400000,18.400000,201135102
2018-08-09,19.000000,20.500000,18.700001,20.049999,20.049999,292872833
2018-08-10,20.100000,20.750000,19.049999,19.450001,19.450001,156677620
2018-08-13,19.000000,21.200001,18.400000,20.549999,20.549999,253846415
2018-08-14,21.150000,21.700001,20.450001,20.650000,20.650000,167810134
2018-08-16,20.450001,21.350000,17.799999,18.549999,18.549999,205261691
2018-08-17,18.549999,19.900000,18.049999,19.200001,19.200001,175944067
2018-08-20,19.450001,19.900000,18.850000,19.049999,19.049999,96234183
2018-08-21,19.200001,19.500000,18.400000,18.799999,18.799999,86334542
2018-08-23,18.850000,19.549999,18.700001,18.850000,18.850000,93925800
2018-08-24,19.049999,19.900000,18.100000,19.100000,19.100000,157329670
2018-08-27,19.400000,19.450001,18.600000,18.700001,18.700001,78946669
2018-08-28,18.950001,18.950001,18.250000,18.350000,18.350000,60249875
2018-08-29,18.200001,19.000000,17.200001,18.549999,18.549999,136160531
2018-08-30,18.450001,18.950001,18.049999,18.600000,18.600000,90415229
2018-08-31,18.500000,18.750000,17.900000,18.250000,18.250000,73296426
2018-09-03,18.200001,18.900000,17.900000,18.200001,18.200001,86233625
2018-09-04,18.299999,18.299999,17.250000,17.400000,17.400000,84670396
2018-09-05,17.400000,17.799999,16.299999,17.450001,17.450001,123554671
2018-09-06,17.400000,17.799999,17.150000,17.250000,17.250000,54570854
2018-09-07,17.250000,17.750000,17.049999,17.299999,17.299999,57039892
2018-09-10,17.250000,17.600000,16.850000,16.950001,16.950001,61564607
2018-09-11,16.950001,17.150000,16.049999,16.150000,16.150000,59079109
2018-09-12,16.200001,16.299999,15.350000,16.049999,16.049999,79095692
2018-09-14,16.150000,16.700001,16.150000,16.350000,16.350000,46317095
2018-09-17,16.400000,17.600000,16.000000,17.150000,17.150000,83977228
2018-09-18,17.400000,17.750000,15.450000,16.200001,16.200001,143474203
2018-09-19,15.800000,16.100000,14.600000,14.900000,14.900000,100440182
2018-09-21,14.950000,15.100000,12.700000,13.150000,13.150000,151617141
2018-09-24,12.700000,12.900000,11.250000,12.250000,12.250000,93287496
2018-09-25,12.000000,12.150000,11.200000,11.500000,11.500000,85791357
2018-09-26,11.900000,13.200000,11.500000,12.900000,12.900000,103895838
2018-09-27,12.950000,13.500000,12.050000,12.350000,12.350000,85636111
2018-09-28,12.500000,12.750000,11.700000,11.900000,11.900000,62225689
2018-10-01,11.900000,12.100000,11.100000,11.950000,11.950000,68946146
2018-10-03,11.650000,12.450000,11.300000,11.800000,11.800000,73788111
2018-10-04,11.800000,12.550000,11.600000,11.850000,11.850000,109738369
2018-10-05,11.850000,12.150000,11.300000,11.450000,11.450000,56941722
2018-10-08,11.450000,11.750000,10.700000,11.050000,11.050000,75958335
2018-10-09,11.050000,11.300000,10.600000,11.050000,11.050000,62414174
2018-10-10,11.200000,11.700000,11.050000,11.450000,11.450000,59429079
2018-10-11,11.100000,11.500000,10.700000,11.100000,11.100000,52145852
2018-10-12,11.450000,12.200000,11.350000,11.650000,11.650000,81241350
2018-10-15,11.800000,12.000000,11.500000,11.650000,11.650000,48666488
2018-10-16,11.650000,12.000000,11.650000,11.800000,11.800000,36017651
2018-10-17,11.950000,12.100000,11.250000,11.350000,11.350000,43163846
2018-10-19,11.550000,11.550000,11.000000,11.150000,11.150000,42531236
2018-10-22,11.250000,11.350000,10.800000,10.900000,10.900000,32771738
2018-10-23,10.900000,11.300000,10.600000,10.850000,10.850000,49480136
2018-10-24,10.950000,11.200000,10.750000,11.000000,11.000000,33772304
2018-10-25,10.900000,10.900000,10.300000,10.350000,10.350000,42867256
2018-10-26,10.350000,10.400000,9.800000,10.000000,10.000000,52165776
2018-10-29,9.900000,11.050000,9.600000,10.900000,10.900000,89042912
2018-10-30,10.850000,11.950000,10.750000,11.650000,11.650000,92640562
2018-10-31,11.700000,12.500000,11.650000,12.350000,12.350000,73037865
2018-11-01,12.500000,14.200000,12.500000,14.100000,14.100000,144618228
2018-11-02,14.350000,15.250000,13.850000,14.100000,14.100000,111904630
2018-11-05,14.950000,14.950000,13.450000,14.100000,14.100000,69148992
2018-11-06,14.200000,14.400000,13.650000,13.800000,13.800000,35245855
2018-11-07,14.100000,14.100000,13.800000,13.850000,13.850000,6003489
2018-11-09,13.700000,14.300000,13.500000,14.200000,14.200000,40369648
2018-11-12,13.800000,14.600000,13.750000,13.850000,13.850000,43675188
2018-11-13,13.900000,13.900000,13.200000,13.550000,13.550000,41543756
2018-11-14,13.600000,13.900000,13.300000,13.700000,13.700000,34668195
2018-11-15,13.700000,13.700000,13.350000,13.400000,13.400000,19041611
2018-11-16,13.500000,13.700000,13.150000,13.550000,13.550000,51881650
2018-11-19,13.600000,14.750000,13.450000,14.100000,14.100000,75131002
2018-11-20,14.050000,14.300000,13.350000,13.550000,13.550000,56965684
2018-11-21,13.550000,13.900000,13.500000,13.750000,13.750000,35165344
2018-11-22,13.950000,14.050000,13.200000,13.300000,13.300000,55337728
2018-11-26,13.350000,13.600000,13.000000,13.300000,13.300000,38401855
2018-11-27,13.300000,13.600000,13.050000,13.300000,13.300000,48528221
2018-11-28,13.400000,13.450000,13.000000,13.100000,13.100000,29712360
2018-11-29,13.150000,13.250000,12.450000,12.750000,12.750000,35843615
2018-11-30,12.600000,14.650000,12.550000,14.250000,14.250000,155035529
2018-12-03,15.200000,16.850000,14.700000,16.600000,16.600000,264930325
2018-12-04,17.100000,18.650000,16.900000,17.100000,17.100000,323613170
2018-12-05,17.000000,17.500000,16.100000,16.250000,16.250000,174862607
2018-12-06,16.000000,16.500000,15.250000,16.299999,16.299999,137774119
2018-12-07,16.600000,17.000000,15.600000,15.750000,15.750000,133398785
2018-12-10,15.300000,15.500000,14.500000,14.750000,14.750000,73729982
2018-12-11,14.000000,16.100000,13.650000,15.400000,15.400000,132082016
2018-12-12,15.950000,16.299999,15.450000,15.650000,15.650000,84008027
2018-12-13,15.650000,16.049999,14.900000,15.400000,15.400000,86873709
2018-12-14,15.050000,16.500000,15.050000,15.750000,15.750000,142480206
2018-12-17,15.950000,16.250000,15.550000,15.650000,15.650000,64347183
2018-12-18,15.700000,16.049999,15.500000,15.750000,15.750000,70167746
2018-12-19,14.200000,14.950000,13.650000,14.250000,14.250000,163060955
2018-12-20,14.250000,14.650000,14.050000,14.350000,14.350000,85157043
2018-12-21,14.500000,14.700000,14.050000,14.200000,14.200000,65912405
2018-12-24,14.350000,14.550000,13.750000,14.150000,14.150000,95356659
2018-12-26,14.150000,14.450000,13.800000,14.300000,14.300000,87089399
