Date,Open,High,Low,Close,Adj Close,Volume
2018-10-12,1104.949951,1129.000000,1101.900024,1126.550049,1126.550049,9058536
2018-10-15,1129.900024,1146.900024,1118.150024,1139.750000,1139.750000,8871776
2018-10-16,1146.000000,1167.400024,1140.000000,1163.800049,1163.800049,7478601
2018-10-17,1179.000000,1179.349976,1140.000000,1151.300049,1151.300049,12785646
2018-10-19,1100.000000,1111.000000,1070.250000,1101.300049,1101.300049,25421229
2018-10-22,1110.000000,1114.800049,1057.349976,1062.650024,1062.650024,13165542
2018-10-23,1052.750000,1064.699951,1043.650024,1054.699951,1054.699951,10573730
2018-10-24,1074.900024,1075.949951,1031.400024,1045.750000,1045.750000,13655337
2018-10-25,1036.000000,1040.650024,1016.400024,1030.800049,1030.800049,14096237
2018-10-26,1032.900024,1057.000000,1022.000000,1044.900024,1044.900024,9182613
2018-10-29,1046.000000,1093.849976,1046.000000,1087.800049,1087.800049,7671807
2018-10-30,1085.500000,1085.500000,1052.099976,1057.000000,1057.000000,8806701
2018-10-31,1059.000000,1065.849976,1047.000000,1061.250000,1061.250000,16457691
2018-11-01,1067.900024,1067.900024,1050.000000,1056.250000,1056.250000,9396027
2018-11-02,1067.000000,1081.000000,1063.150024,1074.900024,1074.900024,16796200
2018-11-05,1073.449951,1092.699951,1065.000000,1090.300049,1090.300049,7582518
2018-11-06,1094.000000,1112.000000,1091.599976,1104.099976,1104.099976,8634266
2018-11-07,1115.000000,1115.000000,1106.699951,1110.699951,1110.699951,1283997
2018-11-09,1106.250000,1113.800049,1085.000000,1093.449951,1093.449951,10840462
2018-11-12,1097.699951,1098.800049,1074.550049,1080.000000,1080.000000,5801720
2018-11-13,1074.000000,1103.000000,1070.050049,1099.449951,1099.449951,6811587
2018-11-14,1105.050049,1112.650024,1085.500000,1097.949951,1097.949951,7787530
2018-11-15,1096.949951,1103.000000,1086.500000,1096.849976,1096.849976,6831740
2018-11-16,1097.949951,1129.949951,1097.099976,1127.400024,1127.400024,11031889
2018-11-19,1132.900024,1151.699951,1131.000000,1150.000000,1150.000000,7308981
2018-11-20,1145.000000,1155.900024,1130.000000,1137.400024,1137.400024,5719901
2018-11-21,1137.500000,1145.500000,1107.050049,1112.900024,1112.900024,7507812
2018-11-22,1114.500000,1125.349976,1100.099976,1102.849976,1102.849976,5792568
2018-11-26,1109.000000,1117.500000,1097.400024,1109.750000,1109.750000,6386556
2018-11-27,1107.900024,1130.000000,1105.449951,1128.199951,1128.199951,6810228
2018-11-28,1132.449951,1157.750000,1126.300049,1152.650024,1152.650024,8003964
2018-11-29,1161.000000,1179.900024,1160.000000,1168.500000,1168.500000,12636169
2018-11-30,1172.300049,1186.000000,1162.300049,1167.550049,1167.550049,10717448
2018-12-03,1174.900024,1174.900024,1148.500000,1156.449951,1156.449951,5569578
2018-12-04,1158.000000,1158.000000,1142.199951,1152.300049,1152.300049,5192825
2018-12-05,1143.750000,1158.800049,1139.300049,1155.150024,1155.150024,5819618
2018-12-06,1149.000000,1149.000000,1118.250000,1123.650024,1123.650024,5866108
2018-12-07,1129.449951,1136.949951,1108.349976,1133.800049,1133.800049,7214078
2018-12-10,1110.000000,1114.300049,1083.099976,1090.250000,1090.250000,9381544
2018-12-11,1066.000000,1102.099976,1055.000000,1097.550049,1097.550049,13494665
2018-12-12,1099.000000,1113.500000,1087.750000,1110.500000,1110.500000,12605431
2018-12-13,1128.000000,1128.000000,1095.050049,1107.050049,1107.050049,9297518
2018-12-14,1103.099976,1114.900024,1091.800049,1112.199951,1112.199951,7221324
2018-12-17,1115.949951,1133.000000,1111.500000,1129.900024,1129.900024,5064357
2018-12-18,1123.300049,1139.000000,1120.500000,1136.400024,1136.400024,5870928
2018-12-19,1141.500000,1147.300049,1133.199951,1136.800049,1136.800049,7368799
2018-12-20,1121.000000,1132.500000,1116.150024,1128.449951,1128.449951,5764731
2018-12-21,1125.000000,1131.250000,1096.000000,1100.199951,1100.199951,8281941
2018-12-24,1100.900024,1103.199951,1086.550049,1089.150024,1089.150024,4144535
2018-12-26,1085.800049,1100.000000,1065.650024,1098.349976,1098.349976,7210059
2018-12-27,1107.199951,1127.000000,1104.000000,1120.199951,1120.199951,12478000
2018-12-28,1125.500000,1135.250000,1121.199951,1125.550049,1125.550049,7666016
2018-12-31,1130.949951,1133.849976,1116.199951,1121.250000,1121.250000,7222817
2019-01-01,1125.250000,1127.300049,1110.099976,1121.000000,1121.000000,4455850
2019-01-02,1114.500000,1127.000000,1101.000000,1106.400024,1106.400024,7144970
2019-01-03,1107.500000,1114.599976,1090.099976,1092.750000,1092.750000,7446457
2019-01-04,1097.400024,1104.449951,1081.099976,1098.650024,1098.650024,8465141
2019-01-07,1107.000000,1118.449951,1101.000000,1104.750000,1104.750000,5513559
2019-01-08,1105.099976,1109.949951,1096.000000,1104.650024,1104.650024,5625153
2019-01-09,1112.000000,1117.000000,1098.699951,1110.750000,1110.750000,5766805
2019-01-10,1107.750000,1111.000000,1103.000000,1107.500000,1107.500000,4080283
2019-01-11,1107.599976,1113.800049,1088.599976,1098.050049,1098.050049,6463903
2019-01-14,1095.000000,1100.500000,1086.400024,1096.800049,1096.800049,4111782
2019-01-15,1105.000000,1132.000000,1105.000000,1129.650024,1129.650024,10062875
2019-01-16,1135.000000,1145.000000,1130.349976,1135.900024,1135.900024,6382777
2019-01-17,1144.449951,1147.900024,1130.000000,1134.449951,1134.449951,7487963
2019-01-18,1148.800049,1189.900024,1135.250000,1184.349976,1184.349976,25684142
2019-01-21,1194.000000,1239.949951,1188.650024,1237.699951,1237.699951,22038534
2019-01-22,1232.849976,1246.949951,1219.599976,1235.150024,1235.150024,16552819
2019-01-23,1233.300049,1244.199951,1222.000000,1226.300049,1226.300049,8829502
2019-01-24,1225.000000,1253.199951,1220.099976,1247.449951,1247.449951,13155185
2019-01-25,1250.449951,1264.699951,1235.400024,1246.000000,1246.000000,8550836
2019-01-28,1250.500000,1255.949951,1222.400024,1229.550049,1229.550049,8569265
2019-01-29,1231.000000,1231.650024,1201.349976,1210.650024,1210.650024,9328866
2019-01-30,1215.000000,1225.000000,1191.099976,1195.699951,1195.699951,7846940
2019-01-31,1202.000000,1229.699951,1201.000000,1227.150024,1227.150024,10185347
2019-02-01,1234.000000,1255.000000,1227.050049,1249.949951,1249.949951,9228965
2019-02-04,1247.000000,1296.949951,1242.050049,1290.900024,1290.900024,11670570
2019-02-05,1292.000000,1304.400024,1278.599976,1291.550049,1291.550049,9362406
2019-02-06,1296.250000,1317.650024,1294.250000,1310.250000,1310.250000,9411585
2019-02-07,1310.250000,1321.199951,1286.099976,1290.400024,1290.400024,9212227
2019-02-08,1284.800049,1300.500000,1272.250000,1277.699951,1277.699951,6505502
2019-02-11,1275.900024,1276.000000,1251.000000,1253.250000,1253.250000,7523999
2019-02-12,1251.500000,1272.349976,1251.500000,1256.400024,1256.400024,6399485
2019-02-14,1241.000000,1241.000000,1218.000000,1224.199951,1224.199951,6627360
2019-02-15,1229.750000,1249.900024,1214.000000,1244.449951,1244.449951,9597961
2019-02-18,1250.000000,1252.500000,1215.000000,1220.099976,1220.099976,9649017
2019-02-19,1218.000000,1239.699951,1211.199951,1216.099976,1216.099976,6244189
2019-02-20,1223.849976,1240.000000,1219.000000,1234.349976,1234.349976,6298179
2019-02-21,1236.000000,1257.800049,1229.349976,1246.900024,1246.900024,10580178
2019-02-22,1244.599976,1245.300049,1226.000000,1232.349976,1232.349976,8755865
2019-02-25,1236.000000,1243.000000,1220.650024,1232.300049,1232.300049,7852528
2019-02-26,1209.500000,1234.800049,1206.000000,1220.250000,1220.250000,10131050
2019-02-27,1228.050049,1244.900024,1209.000000,1223.500000,1223.500000,11113182
2019-02-28,1233.750000,1239.849976,1226.550049,1231.050049,1231.050049,11286916
2019-03-01,1237.000000,1242.349976,1222.250000,1226.050049,1226.050049,7922513
2019-03-05,1223.400024,1239.800049,1218.599976,1237.650024,1237.650024,7121509
2019-03-06,1239.800049,1273.099976,1235.099976,1264.800049,1264.800049,12038231
2019-03-07,1264.000000,1279.800049,1258.150024,1270.250000,1270.250000,8109259
2019-03-08,1266.050049,1274.449951,1262.000000,1267.099976,1267.099976,6040052
2019-03-11,1270.050049,1312.000000,1268.000000,1304.099976,1304.099976,9718840
2019-03-12,1316.900024,1334.000000,1314.250000,1331.349976,1331.349976,11228736
2019-03-13,1337.000000,1360.000000,1328.099976,1347.300049,1347.300049,11236048
2019-03-14,1349.750000,1362.000000,1336.099976,1341.550049,1341.550049,10402048
2019-03-15,1345.000000,1358.800049,1311.199951,1321.650024,1321.650024,15893093
2019-03-18,1331.000000,1357.949951,1329.000000,1350.050049,1350.050049,10105234
2019-03-19,1360.000000,1380.000000,1343.099976,1376.550049,1376.550049,9805318
2019-03-20,1377.800049,1388.000000,1364.000000,1375.449951,1375.449951,9892823
2019-03-22,1372.500000,1380.900024,1336.699951,1341.750000,1341.750000,11465112
2019-03-25,1330.599976,1336.849976,1316.699951,1324.449951,1324.449951,7951992
2019-03-26,1330.300049,1371.599976,1330.000000,1367.250000,1367.250000,9479288
2019-03-27,1377.949951,1377.949951,1344.250000,1349.250000,1349.250000,10094174
2019-03-28,1350.250000,1369.800049,1342.800049,1360.000000,1360.000000,10482938
2019-04-01,1370.000000,1406.800049,1362.550049,1391.849976,1391.849976,10098281
2019-04-02,1398.000000,1403.099976,1380.099976,1389.699951,1389.699951,8012636
2019-04-03,1392.750000,1403.000000,1372.000000,1375.199951,1375.199951,7849461
2019-04-04,1379.000000,1383.699951,1347.250000,1353.050049,1353.050049,8375674
2019-04-05,1360.949951,1363.900024,1343.000000,1353.900024,1353.900024,6728239
2019-04-08,1356.000000,1357.500000,1323.699951,1329.250000,1329.250000,8723577
2019-04-09,1328.900024,1340.699951,1321.000000,1334.449951,1334.449951,9497621
2019-04-10,1337.949951,1348.000000,1326.500000,1331.400024,1331.400024,7612711
2019-04-11,1332.949951,1353.000000,1329.000000,1346.800049,1346.800049,5741333
2019-04-12,1350.000000,1356.900024,1336.650024,1343.099976,1343.099976,5919742
2019-04-15,1345.000000,1348.949951,1335.000000,1340.150024,1340.150024,4245127
2019-04-16,1345.000000,1360.000000,1340.000000,1343.750000,1343.750000,7936553
2019-04-18,1375.000000,1389.750000,1365.000000,1385.949951,1385.949951,17960482
2019-04-22,1360.000000,1367.000000,1341.300049,1345.349976,1345.349976,10792748
2019-04-23,1348.000000,1373.000000,1346.000000,1363.849976,1363.849976,9055300
2019-04-24,1370.300049,1394.800049,1366.250000,1389.500000,1389.500000,7360887
2019-04-25,1389.099976,1412.400024,1362.599976,1372.400024,1372.400024,13929820
2019-04-26,1375.000000,1395.949951,1370.699951,1392.800049,1392.800049,6889444
2019-04-30,1396.400024,1396.400024,1366.800049,1392.800049,1392.800049,10217019
2019-05-02,1392.000000,1413.900024,1382.099976,1405.050049,1405.050049,8682505
2019-05-03,1407.949951,1417.500000,1402.650024,1408.849976,1408.849976,6510169
2019-05-06,1398.000000,1402.800049,1378.099976,1384.900024,1384.900024,7237910
2019-05-07,1394.800049,1395.000000,1340.199951,1343.500000,1343.500000,8876945
2019-05-08,1340.000000,1340.000000,1292.199951,1299.449951,1299.449951,14610543
2019-05-09,1288.800049,1288.800049,1251.750000,1256.449951,1256.449951,19507368
2019-05-10,1265.000000,1277.699951,1245.000000,1251.150024,1251.150024,11226831
2019-05-13,1247.900024,1260.800049,1227.500000,1232.050049,1232.050049,8047801
2019-05-14,1236.500000,1269.349976,1231.500000,1260.449951,1260.449951,13001004
2019-05-15,1273.000000,1278.000000,1250.599976,1256.900024,1256.900024,11163801
2019-05-16,1259.949951,1271.900024,1258.099976,1265.349976,1265.349976,6606652
2019-05-17,1267.000000,1276.949951,1252.000000,1267.400024,1267.400024,7898440
2019-05-20,1313.599976,1337.699951,1303.500000,1325.900024,1325.900024,12333937
2019-05-21,1332.199951,1367.000000,1330.050049,1339.800049,1339.800049,13872055
2019-05-22,1345.650024,1359.699951,1335.099976,1340.400024,1340.400024,11287400
2019-05-23,1372.000000,1392.000000,1325.000000,1333.900024,1333.900024,17722514
2019-05-24,1348.000000,1353.800049,1316.500000,1336.849976,1336.849976,10180759
2019-05-27,1337.099976,1337.500000,1307.000000,1310.650024,1310.650024,7349720
2019-05-28,1319.800049,1334.800049,1313.349976,1323.750000,1323.750000,19472659
2019-05-29,1321.000000,1333.300049,1304.150024,1313.050049,1313.050049,7112830
2019-05-30,1316.250000,1342.000000,1316.250000,1329.750000,1329.750000,10740841
2019-05-31,1337.900024,1341.900024,1320.199951,1330.150024,1330.150024,11760178
2019-06-03,1335.000000,1367.250000,1321.199951,1360.199951,1360.199951,8483610
2019-06-04,1357.449951,1374.250000,1348.099976,1351.650024,1351.650024,7059911
2019-06-06,1361.900024,1361.900024,1321.099976,1327.349976,1327.349976,7664319
2019-06-07,1325.949951,1327.250000,1305.599976,1314.900024,1314.900024,6730595
2019-06-10,1320.900024,1327.000000,1310.099976,1319.150024,1319.150024,5380148
2019-06-11,1321.849976,1334.500000,1318.000000,1329.150024,1329.150024,5253790
2019-06-12,1334.699951,1338.400024,1325.000000,1332.150024,1332.150024,4707716
2019-06-13,1330.000000,1334.699951,1308.650024,1327.250000,1327.250000,7171189
2019-06-14,1321.900024,1325.000000,1309.400024,1317.550049,1317.550049,6831331
2019-06-17,1320.000000,1320.000000,1278.500000,1282.300049,1282.300049,6815554
2019-06-18,1278.900024,1287.949951,1269.099976,1281.000000,1281.000000,7679193
2019-06-19,1286.900024,1302.000000,1262.599976,1277.349976,1277.349976,6625604
2019-06-20,1280.000000,1300.000000,1278.000000,1296.750000,1296.750000,4914012
2019-06-21,1295.949951,1296.000000,1275.550049,1279.500000,1279.500000,10623098
2019-06-24,1272.150024,1276.449951,1257.099976,1262.400024,1262.400024,5150998
2019-06-25,1258.900024,1298.000000,1254.250000,1295.849976,1295.849976,6842363
2019-06-26,1291.000000,1304.599976,1286.349976,1294.150024,1294.150024,5299942
2019-06-27,1293.150024,1296.900024,1271.000000,1274.150024,1274.150024,11385972
2019-06-28,1277.099976,1282.849976,1248.650024,1253.099976,1253.099976,8659721
2019-07-01,1258.050049,1272.650024,1246.449951,1268.849976,1268.849976,6162080
2019-07-02,1273.949951,1281.000000,1263.300049,1278.500000,1278.500000,4638751
2019-07-03,1282.900024,1286.500000,1275.050049,1282.550049,1282.550049,4026032
2019-07-04,1281.400024,1291.000000,1280.000000,1284.000000,1284.000000,4275148
2019-07-05,1285.099976,1290.500000,1260.000000,1263.349976,1263.349976,4995344
2019-07-08,1258.000000,1268.099976,1248.199951,1252.050049,1252.050049,6404544
2019-07-09,1248.949951,1283.500000,1245.500000,1280.099976,1280.099976,8016757
2019-07-10,1280.050049,1289.349976,1268.699951,1278.849976,1278.849976,5494315
2019-07-11,1287.000000,1289.800049,1279.300049,1281.550049,1281.550049,3935460
2019-07-12,1283.000000,1300.000000,1278.050049,1280.500000,1280.500000,7174054
2019-07-15,1285.000000,1289.500000,1270.349976,1276.099976,1276.099976,4873163
